run_id,query_version,query,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,pdf_url,license,oa_status,ontology_score,provisional_score,automatic_signal,decision,decision_reason
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W3129181761,https://doi.org/10.3389/fpsyt.2020.606041,Co-developing a Mental Health and Wellbeing Chatbot With and for Young People,2021,Christine Grové,article,"There are many young people who experience mental health and wellbeing challenges. A potential negative mental health trigger for some youth is a struggle to cope with stress at school, feelings of depression and anxiety and availability of adequate help for these stressors. In response to youth needs a mental health and wellbeing Chatbot has been co-developed with youth, technology partners and expert stakeholders. An element of the Chatbot is powered by artificial intelligence and rules based AI using natural language processing. It is created to communicate evidence based resources, wellbeing support, educational mental health information and adaptive coping strategies. This paper will discuss how the Chatbot has been developed, highlighting its participatory, co-design process with youth who are the key stakeholders to benefit from this digital tool. Research from interviews and surveys informed the creation of the Chabots personality and its character design. Examples of the conversation design and content development are provided. The paper finishes with how, if at all, digital tools such as Chatbot applications could support the mental health of young people in secondary schools or health care settings in conjunction with the wellbeing or health care team, concluding with lessons learned and cautions.",https://doi.org/10.3389/fpsyt.2020.606041,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.606041/pdf,cc-by,gold,3,5,sistema=2;relevancia-campo=2,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W2101779674,https://doi.org/10.1287/orsc.1120.0762,PERSPECTIVE—The Myth of Firm Performance,2012,C. Chet Miller; Nathan T. Washburn; William H. Glick,article,"Firm performance is one of the most prominent concepts in organizational research. Despite its importance, and despite the many developmental critiques that have appeared over the years, performance continues to be a difficult concept to apply in a scientifically rigorous way. After surfacing three potentially viable approaches for conceptualizing performance, we find that most studies are internally inconsistent in their use of these approaches, a situation that creates substantial difficulty in effectively interpreting research. The primary source of inconsistency lies in the use of a generalized abstract conceptualization of performance in theory building (the latent multidimensional approach) coupled with the adoption of one or two narrow aspects of performance in the empirical work (the separate constructs approach). Follow-up analyses designed to determine the best path for resolving these mismatches indicate that our field’s heavy use of abstract performance in theorizing is not scientifically grounded and should be replaced with more specific aspects of performance to match existing practices in empirical work. Although this change would profoundly affect the field and would be resisted by many, it offers a concrete path away from indefensible practices. We offer several explanations for current practices but emphasize forces related to institutional theory. From an institutional perspective, it appears that firm performance is treated in a general fashion in many areas of our academic lives because it has been embraced as an instrument of legitimacy rather than as a scientific tool that facilitates dialogue and the accumulation of knowledge. We recommend and begin a conversation designed to highlight the long-run dangers of focusing our attention on an abstract concept of performance and suggest a set of specific steps that could help to move all of us in a new direction as we attempt to enhance the scientific rigor of our field.",https://doi.org/10.1287/orsc.1120.0762,,,closed,0,2,sistema=0;relevancia-campo=2,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W2803502790,https://doi.org/10.1111/jgs.15374,Physicians' Views on Advance Care Planning and End‐of‐Life Care Conversations,2018,Terry Fulmer; Marcus Escobedo; Amy Berman; Mary Jane Koren; Sandra Hernández; Angela Hult,article,"OBJECTIVES: To evaluate physicians' views on advance care planning, goals of care, and end-of-life conversations. DESIGN: Random sample telephone survey. SETTING: United States. PARTICIPANTS: Physicians (primary care specialists; pulmonology, cardiology, oncology subspecialists) actively practicing medicine and regularly seeing patients aged 65 and older (N=736; 81% male, 75% white, 66% aged ≥50. MEASUREMENTS: A 37-item telephone survey constructed by a professional polling group with national expert oversight measured attitudes and perceptions of barriers and facilitators to advance care planning. Summative data are presented here. RESULTS: Ninety-nine percent of participants agreed that it is important to have end-of-life conversations, yet only 29% reported that they have formal training for such conversations. Those most likely to have training included younger physicians and those caring for a racially and ethnically diverse population. Patient values and preferences were the strongest motivating factors in having advance care planning conversations, with 92% of participants rating it extremely important. Ninety-five percent of participants reported that they supported a new Medicare fee-for-service benefit reimbursing advance care planning. The biggest barrier mentioned was time availability. Other barriers included not wanting a patient to give up hope and feeling uncomfortable. CONCLUSION: With more than half of physicians reporting that they feel educationally unprepared, there medical school curricula need to be strengthened to ensure readiness for end-of-life conversations. Clinician barriers need to be addressed to meet the needs of older adults and families. Policies that focus on payment for quality should be evaluated at regular intervals to monitor their effect on advance care planning.",https://doi.org/10.1111/jgs.15374,,,closed,0,3,sistema=0;relevancia-campo=3,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W4395664053,https://doi.org/10.18848/2327-0144/cgp/v31i02/129-142,Artificial Intelligence in the Classroom: Conversation Design and Prompt Engineering for English Majors,2024,Mark Mabrito,article,,https://doi.org/10.18848/2327-0144/cgp/v31i02/129-142,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W4396833227,https://doi.org/10.1145/3613904.3642937,MindfulDiary: Harnessing Large Language Model to Support Psychiatric Patients' Journaling,2024,Taewan Kim; Seolyeong Bae; Hyun Ah Kim; S.H. Lee; Hwajung Hong; Chan-Mo Yang; Young‐Ho Kim,conference-paper,"Large Language Models (LLMs) offer promising opportunities in mental health domains, although their inherent complexity and low controllability elicit concern regarding their applicability in clinical settings. We present MindfulDiary, an LLM-driven journaling app that helps psychiatric patients document daily experiences through conversation. Designed in collaboration with mental health professionals, MindfulDiary takes a state-based approach to safely comply with the experts’ guidelines while carrying on free-form conversations. Through a four-week field study involving 28 patients with major depressive disorder and five psychiatrists, we examined how MindfulDiary facilitates patients’ journaling practice and clinical care. The study revealed that MindfulDiary supported patients in consistently enriching their daily records and helped clinicians better empathize with their patients through an understanding of their thoughts and daily contexts. Drawing on these findings, we discuss the implications of leveraging LLMs in the mental health domain, bridging the technical feasibility and their integration into clinical settings.",https://doi.org/10.1145/3613904.3642937,,cc-by,gold,0,3,sistema=0;relevancia-campo=3,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W3005172708,https://doi.org/10.1108/k-03-2019-0186,The art of conversation: design cybernetics and its ethics,2020,Claudia Westermann,article,"Purpose The purpose of this paper to discuss ethical principles that are implicit in second-order cybernetics, with the aim of arriving at a better understanding of how second-order cybernetics frames living in a world with others. It further investigates implications for second-order cybernetics approaches to architectural design, i.e. the activity of designing frameworks for living. Design/methodology/approach The paper investigates terminology in the second-order cybernetics literature with specific attention to terms that suggest that there are ethical principles at work. It further relates second-order cybernetics to selected notions in phenomenology, pragmatism and transcendental idealism. The comparison allows for conclusions about the specificity of a second-order inquiry. In line with the thematic focus of this journal issue on the framing of shared worlds, the paper further elaborates on questions relating to the activity of designing “worlds” in which people live with others. Findings The paper highlights that a radical openness toward the future and toward the agency of others is inscribed in the conception of second-order cybernetics. It creates a frame of reference for conceiving social systems of all kinds, including environments that are designed to be inhabited. Originality/value The paper identifies an aesthetics grounded in the process of living-with-others as an ethical principle implicit in second-order cybernetics thought. It is an aesthetics that is radically open for the agency of others. Linking aesthetics and ethics, the paper’s contributions will be of specific value for practitioners and theoreticians of design. Considering second-order cybernetics as a practice generally dealing with designing, it also contributes to the wider second-order cybernetics discourse.",https://philarchive.org/rec/WESTAO-16,https://philpapers.org/archive/WESTAO-16.pdf,,green,0,3,sistema=0;relevancia-campo=3,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W2504160860,https://doi.org/10.4018/978-1-59904-597-9.ch013,Applying Grounded Conversation Design to Instruction,2008,Rocci Luppicini,book-chapter,A grounded conversation design approach is posited as a way to study complex conversational processes within online learning environments. This approach is applied to online learning contexts to leverage conversation quality and learning. Study I examines conversations emerging within an online learning community created within an undergraduate class to critically discuss research. Study II applied conversational protocols derived from study I within an undergraduate online editorial board simulation intended to generate critical discourse. The chapter suggests how basic grounded conversation techniques can be applied in a variety of online learning environments to study conversation and develop grounded conversation theory within the context of online learning. Grounded conversation design is based on the assumption that conversation is situated and grounded within the social contexts from which it emerges.,https://doi.org/10.4018/978-1-59904-597-9.ch013,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W4235224662,https://doi.org/10.1007/978-3-658-28849-5_5,Conversation Design,2020,Andreas Kohne; Philipp Kleinmanns; Christian Rolf; Moritz Beck,book-chapter,,https://doi.org/10.1007/978-3-658-28849-5_5,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W2482792125,https://doi.org/10.4018/978-1-59904-597-9.ch009,Online Tutoring as Conversation Design,2008,Guadalupe de la Cruz Mendoza; Nick Kearney,book-chapter,"This chapter focuses on the design of conversations in online education. The central feature, conversation design, is presented as a continuous process that takes place not only during the preparatory phases but also during the emerging conversation, which is best understood as dialogue. We see dialogue as a useful way of understanding the principal task of the online tutor; the facilitation of the construction of knowledge by the learner within a framework of significant interaction. Furthermore, the developmental nature of this process requires a process in which the tutor, instead of implementing a series of actions designed previously, must adopt a role similar to that of the action researcher, continually observing, reflecting and adapting the process. The chapter proposes a range of theoretical considerations and practical techniques for structuring and facilitating these online learning dialogues. The aim is to offer theoretical and methodological approaches to the design of learning conversations (dialogue) as a mode of learning and constructing knowledge.",https://doi.org/10.4018/978-1-59904-597-9.ch009,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W2295701596,,"Conversation, design and ethics: the cybernetics of Ranulph Glanville",2015,Ben Sweeting,article,"One of the major themes of Ranulph Glanville's work has been the intimate connection between cybernetics and design, the two principle disciplines that he has worked in and contributed to. In this paper I review the significance of the analogy that he proposes between the two and its connection to his concerns with, firstly, the cybernetic practice of cybernetics and, secondly, the relation between cybernetics and ethics. I propose that by putting the cybernetics-design analogy together with the idea that in cybernetics epistemological and ethical questions coincide, we can understand design as not just a form of cybernetic practice but also one in which ethical questions are implicit.",https://research.brighton.ac.uk/en/publications/cf5f8cda-7985-4742-b5bb-e98b00bbd593,,other-oa,green,0,2,sistema=0;relevancia-campo=2,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W4239860512,https://doi.org/10.4018/9781599045979.ch001,Introducing Conversation Design,2011,Rocci Luppicini,book-chapter,"This chapter introduces theoretical and historical groundwork for understanding conversation design as an emerging field of research and practice. Over the last forty years, a growing multidisciplinary body of work has focused on conversation and design in a broad range of contexts. This chapter provides a selective overview of this diverse body of work within its various specialty areas. A skeletal description of the historical background, theoretical roots and main approaches is offered to help situate the reader within this emerging field. The chapter concludes with a look at practical applications in conversation design for the 21st century.Request access from your librarian to read this chapter's full text.",https://doi.org/10.4018/9781599045979.ch001,,,closed,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W3097300917,https://doi.org/10.1145/3406865.3418568,ProtoChat: Supporting the Conversation Design Process with Crowd Feedback,2020,Yoonseo Choi; Toni-Jan Keith Palma Monserrat; Jeongeon Park; Hyungyu Shin; Nyoungwoo Lee; Juho Kim,conference-paper,"Conversation designers use iterative design to create, test, and improve conversation flows. While it is possible to iterate conversation design with existing chatbot prototyping tools, challenges remain such as recruiting participants and collecting structured feedback on specific conversational components, hindering rapid iterations, and making informed design decisions. To address these limitations, we introduce ProtoChat, a crowd-powered design tool built to support the iterative process of conversation design for a chatbot. ProtoChat enables rapid testing with the crowd and guiding the crowd workers to provide granular feedback on specific points of conversation.",https://doi.org/10.1145/3406865.3418568,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W3043605417,https://doi.org/10.1145/3405755.3406155,Leveraging the Crowd to Support the Conversation Design Process,2020,Yoonseo Choi; Hyungyu Shin; Toni-Jan Keith Palma Monserrat; Nyoungwoo Lee; Jeongeon Park; Juho Kim,conference-paper,"Building a chatbot with human-like conversation capabilities is essential for users to feel more natural in task completion. Many designers try to collect human conversation data and apply them into a chatbot conversation, aiming that it could work like a human conversation. To support conversation design, we propose the idea of inviting the crowd into the design process, where crowd workers contribute to improving the designed conversation. To explore this idea, we developed ProtoChat, a prototype system that supports a conversation design process by (1) allowing the crowd to actively suggest new utterances based on designers' pre-written design and (2) visually representing crowdsourced conversation data so that designers can analyze and improve their conversation design. Results of an exploratory study indicated that the crowd is helpful in providing insights and ideas as designers explore the design space.",https://doi.org/10.1145/3405755.3406155,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W3120349745,https://doi.org/10.1145/3432924,ProtoChat,2021,Yoonseo Choi; Toni-Jan Keith Palma Monserrat; Jeongeon Park; Hyungyu Shin; Nyoungwoo Lee; Juho Kim,article,"Similar to a design process for designing graphical user interfaces, conversation designers often apply an iterative design process by defining a conversation flow, testing with users, reviewing user data, and improving the design. While it is possible to iterate on conversation design with existing chatbot prototyping tools, there still remain challenges in recruiting participants on-demand and collecting structured feedback on specific conversational components. These limitations hinder designers from running rapid iterations and making informed design decisions. We posit that involving a crowd in the conversation design process can address these challenges, and introduce ProtoChat, a crowd-powered chatbot design tool built to support the iterative process of conversation design. ProtoChat makes it easy to recruit crowd workers to test the current conversation within the design tool. ProtoChat's crowd-testing tool allows crowd workers to provide concrete and practical feedback and suggest improvements on specific parts of the conversation. With the data collected from crowd-testing, ProtoChat provides multiple types of visualizations to help designers analyze and revise their design. Through a three-day study with eight designers, we found that ProtoChat enabled an iterative design process for designing a chatbot. Designers improved their design by not only modifying the conversation design itself, but also adjusting the persona and getting UI design implications beyond the conversation design itself. The crowd responses were helpful for designers to explore user needs, contexts, and diverse response formats. With ProtoChat, designers can successfully collect concrete evidence from the crowd and make decisions to iteratively improve their conversation design.",https://doi.org/10.1145/3432924,,,closed,3,6,sistema=2;relevancia-campo=4,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W1986188827,https://doi.org/10.1109/32.24717,A simplification of a conversation design scheme using Petri nets,1989,Jie Wu; Eduardo B. Fernández,article,"In the conversation design procedure, the definition of the state of the system is one of the most important aspects. The question is how to identify transitions in Occam programs in order to express them as Petri nets. In the paper, a simplified transition identification method is proposed. Using the robot arm control program of A.M. Tyrrell and D.J. Holding it is shown that the correspondent Petri net graph is simpler than theirs, but the communication state change table is the same. It is also shown that these two methods are equivalent.>",https://doi.org/10.1109/32.24717,,,closed,4,6,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W4327740109,https://doi.org/10.1108/jkm-12-2022-0940,The challenging meet between human and artificial knowledge. A systems-based view of its influences on firms-customers interaction,2023,Marialuisa Saviano; Marzia Del Prete; Jens Mueller; Francesco Caputo,article,Purpose This paper aims to recall the attention on a key challenge for customer relationship management related to the role of human agents in the management of the “switch point” for ensuring the effectiveness and efficiency in a customer-machine conversation. Design/methodology/approach This study contributes to the discussion about the firms’ approach to artificial intelligence (AI) in frontline interactions under the conceptual umbrella provided by knowledge management studies. Findings This paper provides a theoretical model for clarifying the role of human intelligence (HI) in AI-based frontline interactions by highlighting the relevance of the actors’ subjectivity in the dynamics and perceptions of customer-machine conversations. Originality/value An AI-HI complementarity matrix is proposed in spite of the still dominant replacement view.,https://doi.org/10.1108/jkm-12-2022-0940,https://www.emerald.com/insight/content/doi/10.1108/JKM-12-2022-0940/full/pdf?title=the-challenging-meet-between-human-and-artificial-knowledge-a-systems-based-view-of-its-influences-on-firms-customers-interaction,,bronze,0,3,sistema=0;relevancia-campo=4,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W1978685446,https://doi.org/10.1016/j.compedu.2014.11.010,Exploring teachers' use of TPACK in design talk: The collaborative design of technology-rich early literacy activities,2014,Ferry Boschman; Susan McKenney; Joke Voogt,article,,https://doi.org/10.1016/j.compedu.2014.11.010,https://www.sciencedirect.com/science/article/pii/S0360131514002577,,bronze,0,1,sistema=0;relevancia-campo=1,screening-required,Automação não substitui leitura ontológica.
20260908T002559Z,1.2.0,"""conversation design""",OpenAlex,https://openalex.org/W4407719098,https://doi.org/10.1145/3816046.3816223,Toward Metaphor-Fluid Conversation Design for Voice User Interfaces,2026,Smit Desai; Jessie Chin; Dakuo Wang; Benjamin R. Cowan; Michael B. Twidale,conference-paper,"Metaphors play a critical role in shaping user experiences with Voice User Interfaces (VUIs), yet existing designs rely on static, human-centric metaphors that fail to adapt to diverse contexts and user needs. We introduce Metaphor-Fluid Design, a novel approach that adjusts metaphorical representations based on conversational use-contexts. We compare this to a Default VUI, which models commercial VUIs commonly designed around the assistant persona, offering uniform interaction across contexts. In Study 1 (N=130), metaphors were mapped to four key use-contexts—commands, information seeking, sociality, and error recovery—along dimensions of formality and hierarchy, revealing distinct preferences for task-specific metaphorical designs. Study 2 (N=91) evaluates a Metaphor-Fluid VUI against a Default VUI, showing that Metaphor-Fluid Design enhances perceived intention to adopt, enjoyment, and likability. However, individual differences in metaphor preferences highlight the need for personalization. These findings challenge the one-size-fits-all paradigm and demonstrate Metaphor-Fluid Design’s potential for more adaptive human-AI interactions.",https://doi.org/10.1145/3816046.3816223,,cc-by,gold,4,7,titulo-ancora,screening-required,Automação não substitui leitura ontológica.
