corpus_id,title,doi,openalex_id,location_number,is_oa,landing_url,pdf_url,license,version,source_name,source_type
DCM-00014,MindfulDiary: Harnessing Large Language Model to Support Psychiatric Patients' Journaling,10.1145/3613904.3642937,https://openalex.org/W4396833227,1,true,https://doi.org/10.1145/3613904.3642937,,cc-by,publishedVersion,,
DCM-00014,MindfulDiary: Harnessing Large Language Model to Support Psychiatric Patients' Journaling,10.1145/3613904.3642937,https://openalex.org/W4396833227,2,false,http://hdl.handle.net/10203/320186,,,submittedVersion,KAIST Institutional Repository (KAIST),repository
DCM-00015,Artificial Intelligence in the Classroom: Conversation Design and Prompt Engineering for English Majors,10.18848/2327-0144/cgp/v31i02/129-142,https://openalex.org/W4395664053,1,false,https://doi.org/10.18848/2327-0144/cgp/v31i02/129-142,,,publishedVersion,The International Journal of Technologies in Learning,journal
DCM-00017,Applying Grounded Conversation Design to Instruction,10.4018/978-1-59904-597-9.ch013,https://openalex.org/W2504160860,1,false,https://doi.org/10.4018/978-1-59904-597-9.ch013,,,publishedVersion,IGI Global eBooks,ebook platform
DCM-00018,Conversation Design,10.1007/978-3-658-28849-5_5,https://openalex.org/W4235224662,1,false,https://doi.org/10.1007/978-3-658-28849-5_5,,,publishedVersion,,
DCM-00019,Online Tutoring as Conversation Design,10.4018/978-1-59904-597-9.ch009,https://openalex.org/W2482792125,1,false,https://doi.org/10.4018/978-1-59904-597-9.ch009,,,publishedVersion,IGI Global eBooks,ebook platform
DCM-00021,Introducing Conversation Design,10.4018/9781599045979.ch001,https://openalex.org/W4239860512,1,false,https://doi.org/10.4018/9781599045979.ch001,,,publishedVersion,IGI Global eBooks,ebook platform
DCM-00022,ProtoChat: Supporting the Conversation Design Process with Crowd Feedback,10.1145/3406865.3418568,https://openalex.org/W3097300917,1,false,https://doi.org/10.1145/3406865.3418568,,,publishedVersion,,
DCM-00023,Leveraging the Crowd to Support the Conversation Design Process,10.1145/3405755.3406155,https://openalex.org/W3043605417,1,false,https://doi.org/10.1145/3405755.3406155,,,publishedVersion,,
DCM-00024,ProtoChat,10.1145/3432924,https://openalex.org/W3120349745,1,false,https://doi.org/10.1145/3432924,,,publishedVersion,Proceedings of the ACM on Human-Computer Interaction,journal
DCM-00025,A simplification of a conversation design scheme using Petri nets,10.1109/32.24717,https://openalex.org/W1986188827,1,false,https://doi.org/10.1109/32.24717,,,publishedVersion,IEEE Transactions on Software Engineering,journal
DCM-00031,Using Virtual Patient Simulations to Prepare Primary Health Care Professionals to Conduct Substance Use and Mental Health Screening and Brief Intervention,10.1177/1078390317719321,https://openalex.org/W2739694526,1,false,https://doi.org/10.1177/1078390317719321,,,publishedVersion,Journal of the American Psychiatric Nurses Association,journal
DCM-00031,Using Virtual Patient Simulations to Prepare Primary Health Care Professionals to Conduct Substance Use and Mental Health Screening and Brief Intervention,10.1177/1078390317719321,https://openalex.org/W2739694526,2,false,https://pubmed.ncbi.nlm.nih.gov/28754067,,,publishedVersion,PubMed,repository
DCM-00032,Young latinas recall contraceptive use before and after pregnancy: a focus group study,10.1016/j.jpag.2004.05.003,https://openalex.org/W2038062194,1,false,https://doi.org/10.1016/j.jpag.2004.05.003,,,publishedVersion,Journal of Pediatric and Adolescent Gynecology,journal
DCM-00032,Young latinas recall contraceptive use before and after pregnancy: a focus group study,10.1016/j.jpag.2004.05.003,https://openalex.org/W2038062194,2,false,https://pubmed.ncbi.nlm.nih.gov/15288030,,,publishedVersion,PubMed,repository
DCM-00035,Gender differences in repetitive language in fragile X syndrome,10.1111/j.1365-2788.2006.00888.x,https://openalex.org/W2128884480,1,false,https://doi.org/10.1111/j.1365-2788.2006.00888.x,,,publishedVersion,Journal of Intellectual Disability Research,journal
DCM-00035,Gender differences in repetitive language in fragile X syndrome,10.1111/j.1365-2788.2006.00888.x,https://openalex.org/W2128884480,2,false,https://pubmed.ncbi.nlm.nih.gov/17391255,,,publishedVersion,PubMed,repository
DCM-00036,Do conversations with virtual avatars increase feelings of social anxiety?,10.1016/j.janxdis.2013.03.003,https://openalex.org/W2144459653,1,false,https://doi.org/10.1016/j.janxdis.2013.03.003,,,publishedVersion,Journal of Anxiety Disorders,journal
DCM-00036,Do conversations with virtual avatars increase feelings of social anxiety?,10.1016/j.janxdis.2013.03.003,https://openalex.org/W2144459653,2,false,https://pubmed.ncbi.nlm.nih.gov/23746490,,,publishedVersion,PubMed,repository
DCM-00036,Do conversations with virtual avatars increase feelings of social anxiety?,10.1016/j.janxdis.2013.03.003,https://openalex.org/W2144459653,3,false,https://dare.uva.nl/personal/pure/en/publications/do-conversations-with-virtual-avatars-increase-feelings-of-social-anxiety(1ca01ada-69d9-4a2c-b93c-420f1563edd9).html,,,publishedVersion,UvA-DARE (University of Amsterdam),repository
DCM-00036,Do conversations with virtual avatars increase feelings of social anxiety?,10.1016/j.janxdis.2013.03.003,https://openalex.org/W2144459653,4,false,https://handle.uba.uva.nl/personal/pure/en/publications/do-conversations-with-virtual-avatars-increase-feelings-of-social-anxiety(1ca01ada-69d9-4a2c-b93c-420f1563edd9).html,,,submittedVersion,UvA-DARE (University of Amsterdam),repository
DCM-00037,Conversation Design in the Electronic Discussion Age,10.4018/978-1-59904-597-9.ch007,https://openalex.org/W2492243454,1,false,https://doi.org/10.4018/978-1-59904-597-9.ch007,,,publishedVersion,IGI Global eBooks,ebook platform
DCM-00040,Cybernetics and Design: Conversations for Action,10.1007/978-3-030-18557-2_4,https://openalex.org/W2294756111,1,false,https://doi.org/10.1007/978-3-030-18557-2_4,,,publishedVersion,Design research foundations,book series
DCM-00041,Building bridges to observational perspectives: A grounded theory of therapy processes in psychosis,10.1348/147608308x288780,https://openalex.org/W1996887865,1,false,https://doi.org/10.1348/147608308x288780,,,publishedVersion,Psychology and Psychotherapy Theory Research and Practice,journal
DCM-00041,Building bridges to observational perspectives: A grounded theory of therapy processes in psychosis,10.1348/147608308x288780,https://openalex.org/W1996887865,2,false,https://pubmed.ncbi.nlm.nih.gov/18302813,,,publishedVersion,PubMed,repository
DCM-00041,Building bridges to observational perspectives: A grounded theory of therapy processes in psychosis,10.1348/147608308x288780,https://openalex.org/W1996887865,3,false,https://eprints.bbk.ac.uk/id/eprint/2226/,,,submittedVersion,"BIROn (Birkbeck, University of London)",repository
DCM-00045,Beyond Binary Dialogues: Research and Development of a Linguistically Nuanced Conversation Design for Social Robots in Group–Robot Interactions,10.3390/app142210316,https://openalex.org/W4404224824,1,true,http://dx.doi.org/10.3390/app142210316,,cc-by,publishedVersion,Applied Sciences,journal
DCM-00045,Beyond Binary Dialogues: Research and Development of a Linguistically Nuanced Conversation Design for Social Robots in Group–Robot Interactions,10.3390/app142210316,https://openalex.org/W4404224824,2,true,https://epb.bibl.th-koeln.de/frontdoor/index/index/docId/2859,https://epb.bibl.th-koeln.de/files/2859/applsci-14-10316-v2.pdf,cc-by,submittedVersion,ePublications (Technical University of Cologne),repository
DCM-00045,Beyond Binary Dialogues: Research and Development of a Linguistically Nuanced Conversation Design for Social Robots in Group–Robot Interactions,10.3390/app142210316,https://openalex.org/W4404224824,3,false,https://doaj.org/article/fdcb8868d12f4fc1b14b887255df58f2,,,submittedVersion,DOAJ (DOAJ: Directory of Open Access Journals),repository
DCM-00046,Affective State Prediction Based on Semi-Supervised Learning from Smartphone Touch Data,10.1145/3313831.3376504,https://openalex.org/W3022161295,1,false,https://doi.org/10.1145/3313831.3376504,,,publishedVersion,,
DCM-00046,Affective State Prediction Based on Semi-Supervised Learning from Smartphone Touch Data,10.1145/3313831.3376504,https://openalex.org/W3022161295,2,true,http://hdl.handle.net/20.500.11850/442912,,other-oa,submittedVersion,Repository for Publications and Research Data (ETH Zurich),repository
DCM-00046,Affective State Prediction Based on Semi-Supervised Learning from Smartphone Touch Data,10.1145/3313831.3376504,https://openalex.org/W3022161295,3,true,https://doi.org/10.3929/ethz-b-000442912,,,,ETH Zürich Research Collection,repository
DCM-00047,Expanding the coaching conversation: group and team coaching,10.1108/ict-10-2014-0070,https://openalex.org/W2031914551,1,false,https://doi.org/10.1108/ict-10-2014-0070,,,publishedVersion,Industrial and Commercial Training,journal
DCM-00052,Conversational Design,10.1007/978-3-658-24393-7_5,https://openalex.org/W4237143620,1,false,https://doi.org/10.1007/978-3-658-24393-7_5,,,publishedVersion,,
DCM-00057,Conversational Design of Stochastic Service Systems from a Graphical Terminal,10.1007/978-1-4613-4606-7_7,https://openalex.org/W1556089943,1,false,https://doi.org/10.1007/978-1-4613-4606-7_7,,,publishedVersion,,
DCM-00059,Human Factors in the Design of Chatbot Interactions: Conversational Design Practices,10.1145/3702038.3702083,https://openalex.org/W4405585132,1,false,https://doi.org/10.1145/3702038.3702083,,,publishedVersion,,
DCM-00061,Exploring the Opinions of Experts in Conversational Design: A Study on Users’ Mental Models of Voice Assistants,10.1007/978-3-031-05412-9_34,https://openalex.org/W4285239927,1,false,https://doi.org/10.1007/978-3-031-05412-9_34,,,publishedVersion,Lecture notes in computer science,book series
DCM-00063,CritiqueCrew: Orchestrating Multi-Perspective Conversational Design Critique,10.1145/3772318.3791391,https://openalex.org/W7154026252,1,true,https://doi.org/10.1145/3772318.3791391,,cc-by,publishedVersion,,
DCM-00067,Designing Dialogic Disclaimers: Principles for Ethical Conversational Design in LLM Interfaces,10.1145/3719160.3737640,https://openalex.org/W4412055639,1,false,https://doi.org/10.1145/3719160.3737640,,,publishedVersion,,
DCM-00070,Improving the User Experience of Electronic University Enrollment,10.1109/iceta.2018.8572054,https://openalex.org/W2905409087,1,false,https://doi.org/10.1109/iceta.2018.8572054,,,publishedVersion,,
DCM-00071,AI-enhanced conversational design processes: A systematic review,10.1177/14780771261425268,https://openalex.org/W7128738706,1,false,https://doi.org/10.1177/14780771261425268,,,publishedVersion,International Journal of Architectural Computing,journal
DCM-00079,Supplementary Material for Human Factors in the Design of Chatbot Interactions: Conversational Design Practices,10.5281/zenodo.7538681,https://openalex.org/W4393553273,1,true,https://zenodo.org/record/7538681,,cc-by,submittedVersion,Zenodo (CERN European Organization for Nuclear Research),repository
DCM-00079,Supplementary Material for Human Factors in the Design of Chatbot Interactions: Conversational Design Practices,10.5281/zenodo.7538681,https://openalex.org/W4393553273,2,true,https://doi.org/10.5281/zenodo.7538681,,cc-by,,Zenodo (CERN European Organization for Nuclear Research),repository
DCM-00083,Beyond What is Said,10.1145/3405755.3406145,https://openalex.org/W3043102671,1,false,https://doi.org/10.1145/3405755.3406145,,,publishedVersion,,
DCM-00087,A Survey-Based Study to Identify User Annoyances of German Voice Assistant Users,10.1007/978-3-031-05544-7_20,https://openalex.org/W4285244531,1,false,https://doi.org/10.1007/978-3-031-05544-7_20,,,publishedVersion,Lecture notes in computer science,book series
DCM-00087,A Survey-Based Study to Identify User Annoyances of German Voice Assistant Users,10.1007/978-3-031-05544-7_20,https://openalex.org/W4285244531,2,false,https://opus.hs-offenburg.de/frontdoor/index/index/docId/6501,,,submittedVersion,Opus-HSO (Offenburg University of Applied Sciences),repository
DCM-00096,HARNESSING HUMAN-CENTRED DESIGN APPROACHES TO BUILD A CHATBOT FOR PEOPLE LIVING WITH HYPERTENSION,10.1097/01.hjh.0000837428.79504.19,https://openalex.org/W4282945372,1,false,https://doi.org/10.1097/01.hjh.0000837428.79504.19,,,publishedVersion,Journal of Hypertension,journal
DCM-00100,Breaking down barriers to warning technology adoption: usability and usefulness of a messenger app warning bot,10.1515/icom-2024-0067,https://openalex.org/W4407927003,1,true,https://doi.org/10.1515/icom-2024-0067,,cc-by,publishedVersion,i-com,journal
DCM-00100,Breaking down barriers to warning technology adoption: usability and usefulness of a messenger app warning bot,10.1515/icom-2024-0067,https://openalex.org/W4407927003,2,false,http://tubiblio.ulb.tu-darmstadt.de/view/person/Haunschild=3AJasmin=3A=3A.html>,,,acceptedVersion,TUbilio (Technical University of Darmstadt),repository
DCM-00100,Breaking down barriers to warning technology adoption: usability and usefulness of a messenger app warning bot,10.1515/icom-2024-0067,https://openalex.org/W4407927003,3,true,https://doaj.org/article/41ffc9587411447ebabe770a805e8a03,,cc-by-sa,submittedVersion,DOAJ (DOAJ: Directory of Open Access Journals),repository
DCM-00101,Conversational UX Design: A Practitioner's Guide to the Natural Conversation Framework,10.1145/3304087,https://openalex.org/W2942671448,1,false,https://doi.org/10.1145/3304087,,,publishedVersion,,
DCM-00104,Conversational UX Design: An Introduction,10.1007/978-3-319-95579-7_1,https://openalex.org/W2890307675,1,false,https://doi.org/10.1007/978-3-319-95579-7_1,,,publishedVersion,Human-computer interaction series,book series
DCM-00106,Design Systems for Conversational UX,10.1145/3405755.3406150,https://openalex.org/W3043359018,1,false,https://doi.org/10.1145/3405755.3406150,,,publishedVersion,,
DCM-00107,Voice-based Conversational UX Studies and Design,10.1145/3170427.3170619,https://openalex.org/W2795703048,1,false,https://doi.org/10.1145/3170427.3170619,,,publishedVersion,,
DCM-00110,Chatbots – Conversational UX Platforms,10.1007/978-3-658-15648-0_11,https://openalex.org/W2727197871,1,false,https://doi.org/10.1007/978-3-658-15648-0_11,,,publishedVersion,,
DCM-00111,Generative AI: How Well Can it Understand Conversational UX?,10.1109/jcsse61278.2024.10613707,https://openalex.org/W4401247586,1,false,https://doi.org/10.1109/jcsse61278.2024.10613707,,,publishedVersion,,
DCM-00117,Optimizing Conversational Commerce Involving Multilingual Consumers Through Large Language Models’ Natural Language Understanding Abilities,10.1007/978-3-031-60615-1_4,https://openalex.org/W4398217844,1,false,https://doi.org/10.1007/978-3-031-60615-1_4,,,publishedVersion,Lecture notes in computer science,book series
DCM-00123,Enhancing Electronic Retail Experiences by Leveraging Conversational UX,10.1007/978-3-031-67437-2_5,https://openalex.org/W4401052866,1,false,https://doi.org/10.1007/978-3-031-67437-2_5,,,publishedVersion,Lecture notes in networks and systems,book series
DCM-00123,Enhancing Electronic Retail Experiences by Leveraging Conversational UX,10.1007/978-3-031-67437-2_5,https://openalex.org/W4401052866,2,false,https://eprints.iisc.ac.in/86690/,,,submittedVersion,NOT FOUND REPOSITORY (Indian Institute of Science Bangalore),repository
DCM-00124,Application of Conversational UX for Navigation at Indian Railway Stations,10.1007/978-3-031-67431-0_17,https://openalex.org/W4401189806,1,false,https://doi.org/10.1007/978-3-031-67431-0_17,,,publishedVersion,Lecture notes in networks and systems,book series
DCM-00124,Application of Conversational UX for Navigation at Indian Railway Stations,10.1007/978-3-031-67431-0_17,https://openalex.org/W4401189806,2,false,https://eprints.iisc.ac.in/86154/,,,submittedVersion,NOT FOUND REPOSITORY (Indian Institute of Science Bangalore),repository
DCM-00128,AI-Driven Chatbots and Brand Perception: A Study on Conversational UX in Digital Marketing,10.1109/isac364032.2025.11156800,https://openalex.org/W4414199017,1,false,https://doi.org/10.1109/isac364032.2025.11156800,,,publishedVersion,,
DCM-00148,Inside pandora’s box: a systematic review of the assessment of the perceived quality of chatbots for people with disabilities or special needs,10.1080/17483107.2020.1775313,https://openalex.org/W3036770237,1,false,https://doi.org/10.1080/17483107.2020.1775313,,,publishedVersion,Disability and Rehabilitation Assistive Technology,journal
DCM-00148,Inside pandora’s box: a systematic review of the assessment of the perceived quality of chatbots for people with disabilities or special needs,10.1080/17483107.2020.1775313,https://openalex.org/W3036770237,2,false,https://pubmed.ncbi.nlm.nih.gov/32552052,,,publishedVersion,PubMed,repository
DCM-00148,Inside pandora’s box: a systematic review of the assessment of the perceived quality of chatbots for people with disabilities or special needs,10.1080/17483107.2020.1775313,https://openalex.org/W3036770237,3,true,https://research.utwente.nl/en/publications/4fd65ff6-63f4-4621-9479-95143486e1fb,,other-oa,publishedVersion,University of Twente Research Information,repository
DCM-00150,Accessible conversational user interfaces,10.1145/3371300.3383343,https://openalex.org/W3019586752,1,false,https://doi.org/10.1145/3371300.3383343,,,publishedVersion,,
DCM-00152,Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,https://openalex.org/W3090986553,1,false,https://doi.org/10.1145/3404983.3405505,,,publishedVersion,,
DCM-00152,Usability guidelines and evaluation criteria for conversational user interfaces,10.1145/3404983.3405505,https://openalex.org/W3090986553,2,false,https://www.zora.uzh.ch/189891,,,submittedVersion,Zurich Open Repository and Archive (University of Zurich),repository
DCM-00165,User Preference and Categories for Error Responses in Conversational User Interfaces,10.1145/3405755.3406126,https://openalex.org/W3043404834,1,false,https://doi.org/10.1145/3405755.3406126,,,publishedVersion,,
DCM-00165,User Preference and Categories for Error Responses in Conversational User Interfaces,10.1145/3405755.3406126,https://openalex.org/W3043404834,2,true,http://publica.fraunhofer.de/documents/N-593271.html,,other-oa,submittedVersion,Publikationsdatenbank der Fraunhofer-Gesellschaft (Fraunhofer-Gesellschaft),repository
DCM-00165,User Preference and Categories for Error Responses in Conversational User Interfaces,10.1145/3405755.3406126,https://openalex.org/W3043404834,3,false,https://publica.fraunhofer.de/handle/publica/408276,,,submittedVersion,Fraunhofer-Publica (Fraunhofer-Gesellschaft),repository
DCM-00176,Conversational User Interface Integration in Controlling IoT Devices Applied to Smart Agriculture: Analysis of a Chatbot System Design,10.1007/978-3-030-29516-5_80,https://openalex.org/W2969485337,1,false,https://doi.org/10.1007/978-3-030-29516-5_80,,,publishedVersion,Advances in intelligent systems and computing,book series
DCM-00180,Expert Insights for Designing Conversational User Interfaces as Virtual Assistants and Companions for Older Adults with Cognitive Impairments,10.1007/978-3-030-94890-0_2,https://openalex.org/W4210758232,1,false,https://doi.org/10.1007/978-3-030-94890-0_2,,,publishedVersion,Lecture notes in computer science,book series
DCM-00186,Is Conversational XAI All You Need? Human-AI Decision Making With a Conversational XAI Assistant,10.1145/3708359.3712133,https://openalex.org/W4406975581,1,true,https://doi.org/10.1145/3708359.3712133,,cc-by,publishedVersion,,
DCM-00186,Is Conversational XAI All You Need? Human-AI Decision Making With a Conversational XAI Assistant,10.1145/3708359.3712133,https://openalex.org/W4406975581,2,true,http://arxiv.org/abs/2501.17546,https://arxiv.org/pdf/2501.17546,cc-by,submittedVersion,arXiv (Cornell University),repository
DCM-00190,Conversation considered harmful?,10.1145/3342775.3342796,https://openalex.org/W2967462851,1,false,https://doi.org/10.1145/3342775.3342796,,,publishedVersion,,
DCM-00194,Designing Kitchen Technologies for Ageing in Place,10.1145/3463516,https://openalex.org/W3175314523,1,false,https://doi.org/10.1145/3463516,,,publishedVersion,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,journal
DCM-00194,Designing Kitchen Technologies for Ageing in Place,10.1145/3463516,https://openalex.org/W3175314523,2,true,http://urn.kb.se/resolve?urn=urn:nbn:se:su:diva-218291,,other-oa,submittedVersion,DiVA (Stockholm University),repository
DCM-00198,Patterns for How Users Overcome Obstacles in Voice User Interfaces,10.1145/3173574.3173580,https://openalex.org/W2795679027,1,false,https://doi.org/10.1145/3173574.3173580,,,publishedVersion,,
DCM-00205,Introducing a Virtual Assistant to the Lab: A Voice User Interface for the Intuitive Control of Laboratory Instruments,10.1177/2472630318788040,https://openalex.org/W2883547972,1,true,https://doi.org/10.1177/2472630318788040,,cc-by-nc-nd,publishedVersion,SLAS TECHNOLOGY,journal
DCM-00205,Introducing a Virtual Assistant to the Lab: A Voice User Interface for the Intuitive Control of Laboratory Instruments,10.1177/2472630318788040,https://openalex.org/W2883547972,2,false,https://pubmed.ncbi.nlm.nih.gov/30021077,,,publishedVersion,PubMed,repository
DCM-00205,Introducing a Virtual Assistant to the Lab: A Voice User Interface for the Intuitive Control of Laboratory Instruments,10.1177/2472630318788040,https://openalex.org/W2883547972,3,true,http://mediatum.ub.tum.de/node?id=1468780,,other-oa,submittedVersion,mediaTUM  (Technical University of Munich),repository
DCM-00206,"Designers Characterize Naturalness in Voice User Interfaces: Their Goals, Practices, and Challenges",10.1145/3411764.3445579,https://openalex.org/W3015588689,1,false,https://doi.org/10.1145/3411764.3445579,,,publishedVersion,,
DCM-00206,"Designers Characterize Naturalness in Voice User Interfaces: Their Goals, Practices, and Challenges",10.1145/3411764.3445579,https://openalex.org/W3015588689,2,false,http://hdl.handle.net/2429/73856,,,submittedVersion,cIRcle (University of British Columbia),repository
DCM-00209,Improving automotive safety by pairing driver emotion and car voice emotion,10.1145/1056808.1057070,https://openalex.org/W2164809575,1,false,https://doi.org/10.1145/1056808.1057070,,,publishedVersion,,
DCM-00209,Improving automotive safety by pairing driver emotion and car voice emotion,10.1145/1056808.1057070,https://openalex.org/W2164809575,2,false,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.523.2471,,,submittedVersion,,
DCM-00212,Voice+Tactile: Augmenting In-vehicle Voice User Interface with Tactile Touchpad Interaction,10.1145/3313831.3376863,https://openalex.org/W3029652091,1,false,https://doi.org/10.1145/3313831.3376863,,,publishedVersion,,
DCM-00215,Validation of system usability scale as a usability metric to evaluate voice user interfaces,10.7717/peerj-cs.1918,https://openalex.org/W4392293180,1,true,https://doi.org/10.7717/peerj-cs.1918,,cc-by,publishedVersion,PeerJ Computer Science,journal
DCM-00215,Validation of system usability scale as a usability metric to evaluate voice user interfaces,10.7717/peerj-cs.1918,https://openalex.org/W4392293180,2,false,https://pubmed.ncbi.nlm.nih.gov/38435614,,,publishedVersion,PubMed,repository
DCM-00215,Validation of system usability scale as a usability metric to evaluate voice user interfaces,10.7717/peerj-cs.1918,https://openalex.org/W4392293180,3,true,https://www.ncbi.nlm.nih.gov/pmc/articles/10909179,https://pmc.ncbi.nlm.nih.gov/articles/PMC10909179/pdf/peerj-cs-10-1918.pdf,cc-by,submittedVersion,PubMed Central,repository
DCM-00215,Validation of system usability scale as a usability metric to evaluate voice user interfaces,10.7717/peerj-cs.1918,https://openalex.org/W4392293180,4,false,https://doaj.org/article/4d03f1c3003643f5978d9ca3625ba7d0,,,submittedVersion,DOAJ (DOAJ: Directory of Open Access Journals),repository
DCM-00215,Validation of system usability scale as a usability metric to evaluate voice user interfaces,10.7717/peerj-cs.1918,https://openalex.org/W4392293180,5,true,http://hdl.handle.net/10234/208932,,cc-by,submittedVersion,Repositori UJI (Universitat Jaume I),repository
DCM-00216,Chirp signal-based aerial acoustic communication for smart devices,10.1109/infocom.2015.7218629,https://openalex.org/W1513586130,1,false,https://doi.org/10.1109/infocom.2015.7218629,,,publishedVersion,,
DCM-00216,Chirp signal-based aerial acoustic communication for smart devices,10.1109/infocom.2015.7218629,https://openalex.org/W1513586130,2,false,http://ieeexplore.ieee.org/document/7218629/,,,submittedVersion,"The Royal Society of Chemistry’s Journals, Books and Databases (The Royal Society of Chemistry)",repository
DCM-00217,Investigating differences between native english and non-native english speakers in interacting with a voice user interface,10.1145/3292147.3292236,https://openalex.org/W2909187144,1,false,https://doi.org/10.1145/3292147.3292236,,,publishedVersion,,
DCM-00217,Investigating differences between native english and non-native english speakers in interacting with a voice user interface,10.1145/3292147.3292236,https://openalex.org/W2909187144,2,false,http://hdl.handle.net/1959.3/447878,,,submittedVersion,Swinburne figshare (Swinburne University of Technology),repository
DCM-00221,VUI Influencers: How the Media Portrays Voice User Interfaces for Older Adults,10.1145/3469595.3469603,https://openalex.org/W3186089682,1,false,https://doi.org/10.1145/3469595.3469603,,,publishedVersion,,
DCM-00223,Revolution or Evolution? Speech Interaction and HCI Design Guidelines,10.1109/mprv.2019.2906991,https://openalex.org/W2967206385,1,false,https://doi.org/10.1109/mprv.2019.2906991,,,publishedVersion,IEEE Pervasive Computing,journal
DCM-00224,VibLive: A Continuous Liveness Detection for Secure Voice User Interface in IoT Environment,10.1145/3427228.3427281,https://openalex.org/W3110898057,1,false,https://doi.org/10.1145/3427228.3427281,,,publishedVersion,Annual Computer Security Applications Conference,conference
DCM-00229,Voice user interface design for automated directory assistance,10.21437/interspeech.2005-782,https://openalex.org/W1559453099,1,false,https://doi.org/10.21437/interspeech.2005-782,,,publishedVersion,,
DCM-00229,Voice user interface design for automated directory assistance,10.21437/interspeech.2005-782,https://openalex.org/W1559453099,2,false,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.135.6898,,,submittedVersion,,
DCM-00231,Speed Dating with Voice User Interfaces: Understanding How Families Interact and Perceive Voice User Interfaces in a Group Setting,10.3389/frobt.2021.730992,https://openalex.org/W4205514079,1,true,https://doi.org/10.3389/frobt.2021.730992,,cc-by,publishedVersion,Frontiers in Robotics and AI,journal
DCM-00231,Speed Dating with Voice User Interfaces: Understanding How Families Interact and Perceive Voice User Interfaces in a Group Setting,10.3389/frobt.2021.730992,https://openalex.org/W4205514079,2,false,https://pubmed.ncbi.nlm.nih.gov/35141285,,,publishedVersion,PubMed,repository
DCM-00231,Speed Dating with Voice User Interfaces: Understanding How Families Interact and Perceive Voice User Interfaces in a Group Setting,10.3389/frobt.2021.730992,https://openalex.org/W4205514079,3,true,https://hdl.handle.net/1721.1/139833.2,https://dspace.mit.edu/bitstream/1721.1/139833.2/1/frobt-08-730992.pdf,cc-by-nc-sa,submittedVersion,DSpace@MIT (Massachusetts Institute of Technology),repository
DCM-00231,Speed Dating with Voice User Interfaces: Understanding How Families Interact and Perceive Voice User Interfaces in a Group Setting,10.3389/frobt.2021.730992,https://openalex.org/W4205514079,4,true,https://www.ncbi.nlm.nih.gov/pmc/articles/8819708,,cc-by,submittedVersion,PubMed Central,repository
